CASENUM,PERNO,VEHNO,AGE_H,SEX_H,SEAT_H,PERALC_H,WEIGHT,PER_TYPE,SEAT_POS,EJECT,SEX,HOSPITAL,PER_ALCH,LOCATN,REST_SYS,PER_DRUG,IMPAIRMT,ACTION,SAF_EQMT,AIRBAG,REGION,AGE,PJ,PSU,STR_VEH,EJECT_I
131113247,1,0,13,2,0,1,240.014,5,0,8,2,9,1,11,0,1,0,99,1,8,1,13,6,22,1,8
131113247,2,0,10,2,0,1,240.014,5,0,8,2,9,1,11,0,1,0,99,1,8,1,10,6,22,1,8
131113247,1,1,19,1,11,1,240.014,1,11,0,1,0,1,0,9,1,0,0,0,9,1,19,6,22,0,0
131113249,1,1,16,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,16,6,22,0,0
131113257,1,1,42,1,11,1,156.777,1,11,0,1,0,1,0,9,1,0,0,0,0,1,42,11,22,0,0
131113284,1,1,32,1,11,1,265.535,1,11,0,1,0,1,0,9,1,0,0,0,9,1,32,8,22,0,0
131113284,1,2,41,1,11,1,265.535,1,11,0,1,0,1,0,9,1,0,0,0,9,1,41,8,22,0,0
131113284,1,3,17,1,11,1,265.535,1,11,0,1,0,1,0,9,1,0,0,0,9,1,17,8,22,0,0
131113288,1,1,66,2,11,1,88.512,1,11,0,2,0,8,0,1,8,0,0,0,9,1,66,8,22,0,0
131113288,1,2,18,1,11,1,88.512,1,11,0,1,0,8,0,1,8,0,0,0,9,1,18,8,22,0,0
131113312,1,1,20,1,11,1,60.004,1,11,0,1,0,8,0,9,8,0,0,0,0,1,20,6,22,0,0
131113313,1,1,33,2,11,1,60.004,1,11,0,2,0,8,0,9,8,0,0,0,9,1,33,6,22,0,0
131113313,1,2,18,1,11,1,60.004,1,11,0,1,0,8,0,9,8,0,0,0,9,1,18,6,22,0,0
131113323,1,1,37,1,11,1,313.553,1,11,0,1,0,8,0,9,8,0,0,0,9,1,37,11,22,0,0
131113372,1,1,65,1,11,1,265.535,1,11,0,1,0,1,0,9,1,0,0,0,0,1,65,8,22,0,0
131113372,1,2,45,1,11,1,265.535,1,11,0,1,0,1,0,9,1,0,0,0,9,1,45,8,22,0,0
131113404,1,1,43,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,43,2,22,0,0
131113415,1,1,53,1,11,1,240.014,1,11,0,1,0,1,0,9,1,0,0,0,9,1,53,6,22,0,0
131113447,1,1,23,2,11,1,87.952,1,11,0,2,0,9,0,9,9,0,0,0,1,1,23,2,22,0,0
131113459,1,1,20,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,9,1,20,4,22,0,0
131113460,1,1,18,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,9,1,18,4,22,0,0
131113482,1,1,18,1,11,1,156.777,1,11,0,1,0,1,0,9,1,0,0,0,9,1,18,11,22,0,0
131113482,1,2,40,2,11,1,156.777,1,11,0,2,0,1,0,9,1,0,0,0,9,1,40,11,22,0,0
131113525,1,1,42,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,0,1,42,8,22,0,0
131113525,1,2,25,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,25,8,22,0,0
131113532,1,1,18,2,11,1,87.952,1,11,0,2,0,1,0,1,1,0,0,0,9,1,18,1,22,0,0
131113532,1,2,42,1,11,1,87.952,1,11,0,1,0,1,0,1,1,0,0,0,9,1,42,1,22,0,0
131113532,2,2,7,2,13,0,87.952,2,13,0,2,1,0,0,1,0,0,0,0,0,1,7,1,22,0,0
131113536,1,1,42,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,42,1,22,0,0
131113564,1,1,50,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,50,6,22,0,0
131113570,1,1,59,2,11,1,87.952,1,11,0,2,1,1,0,1,1,0,0,0,1,1,59,1,22,0,0
131113570,2,1,55,2,13,0,87.952,2,13,0,2,1,0,0,1,0,0,0,0,1,1,55,1,22,0,0
131113570,1,2,40,2,11,1,87.952,1,11,0,2,0,1,0,1,1,0,0,0,1,1,40,1,22,0,0
131113575,1,1,61,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,0,1,61,8,22,0,0
131113608,1,1,21,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,9,1,21,4,22,0,0
131113636,1,1,32,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,32,1,22,0,0
131113702,1,1,26,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,9,1,26,8,22,0,0
131113702,1,2,32,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,32,8,22,0,0
131113704,1,1,16,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,0,1,16,8,22,0,0
131113704,1,2,42,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,9,1,42,8,22,0,0
131113748,1,1,50,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,50,1,22,0,0
131113748,1,2,17,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,17,1,22,0,0
131113751,1,1,35,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,35,1,22,0,0
131113751,1,2,37,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,37,1,22,0,0
131113782,1,1,18,2,11,1,88.512,1,11,0,2,1,1,0,9,1,0,0,0,9,1,18,8,22,0,0
131113782,1,2,57,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,57,8,22,0,0
131113782,2,2,87,2,13,0,88.512,2,13,0,2,0,0,0,9,0,0,0,0,9,1,87,8,22,0,0
131113805,1,1,43,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,43,2,22,0,0
131113805,1,2,20,1,11,1,87.952,1,11,0,9,0,9,0,9,9,99,0,0,0,1,999,2,22,0,0
131113817,1,1,22,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,22,6,22,0,0
131113850,1,1,24,1,11,1,60.004,1,11,0,1,0,9,0,9,9,99,0,0,0,1,24,6,22,0,0
131113862,1,1,58,2,11,1,156.777,1,11,0,2,0,1,0,9,1,0,0,0,9,1,58,11,22,0,0
131113862,1,2,33,1,11,1,156.777,1,11,0,1,0,1,0,9,1,0,0,0,9,1,33,11,22,0,0
131113864,1,1,30,2,11,1,88.512,1,11,0,2,1,1,0,0,1,0,0,0,9,1,30,8,22,0,0
131113870,1,1,54,1,11,1,88.512,1,11,8,1,1,1,0,5,1,0,0,0,0,1,54,8,22,0,8
131113870,2,1,53,2,12,0,88.512,2,12,8,2,1,0,0,5,0,0,0,0,0,1,53,8,22,0,8
131113881,1,1,22,2,11,1,60.004,1,11,0,2,1,1,0,8,1,0,0,0,9,1,22,6,22,0,0
131113881,2,1,16,2,13,0,60.004,2,13,0,2,1,0,0,8,0,0,0,0,9,1,16,6,22,0,0
131113881,3,1,18,2,13,0,60.004,2,99,0,2,1,0,0,8,0,0,0,0,9,1,18,6,22,0,0
131113881,4,1,15,2,13,0,60.004,2,99,0,2,1,0,0,8,0,0,0,0,9,1,15,6,22,0,0
131113886,1,1,20,1,11,1,53.815,1,11,0,1,1,1,0,0,1,0,0,0,9,1,20,4,22,0,0
131113891,1,1,19,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,0,1,19,4,22,0,0
131113891,1,2,24,2,11,1,53.815,1,11,0,2,1,1,0,1,1,0,0,0,9,1,24,4,22,0,0
131113891,1,3,41,1,11,1,53.815,1,11,0,1,0,1,0,1,1,0,0,0,9,1,41,4,22,0,0
131113939,1,1,16,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,16,2,22,0,0
131113944,1,1,17,2,11,1,88.512,1,11,0,2,1,1,0,1,1,2,0,0,1,1,17,8,22,0,0
131113968,1,1,41,2,11,1,263.855,1,11,0,2,0,1,0,9,1,0,0,0,9,1,41,2,22,0,0
131113968,1,2,49,2,11,1,263.855,1,11,0,2,0,1,0,9,1,0,0,0,9,1,49,2,22,0,0
131113976,1,1,48,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,0,1,48,4,22,0,0
131113977,1,1,35,2,11,1,269.073,1,11,0,2,0,1,0,9,1,0,0,0,9,1,35,4,22,0,0
131113977,1,2,35,2,11,1,269.073,1,11,0,2,0,1,0,9,1,0,0,0,9,1,35,4,22,0,0
131114012,1,1,23,1,11,1,88.512,1,11,0,9,0,9,0,9,9,99,0,0,9,1,999,8,22,0,0
131114015,1,1,69,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,69,8,22,0,0
131114015,1,2,18,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,18,8,22,0,0
131114024,1,1,23,1,11,1,53.815,1,11,0,1,0,8,0,9,8,0,0,0,9,1,23,4,22,0,0
131114090,1,1,61,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,61,2,22,0,0
131114117,1,1,33,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,9,1,33,4,22,0,0
131114117,1,2,29,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,0,1,29,4,22,0,0
131114118,1,1,16,2,11,1,53.815,1,11,0,2,1,1,0,1,1,0,0,0,9,1,16,4,22,0,0
131114118,1,2,20,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,1,1,20,4,22,0,0
131114121,1,1,17,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,9,1,17,4,22,0,0
131114123,1,1,47,2,11,1,60.004,1,11,8,2,1,1,0,5,1,0,0,0,0,1,47,6,22,0,8
131114125,1,1,43,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,0,1,43,6,22,0,0
131114125,1,2,48,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,9,1,48,6,22,0,0
131114156,1,1,56,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,56,2,22,0,0
131114156,1,2,49,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,49,2,22,0,0
131114199,1,0,7,1,0,1,88.512,6,0,8,1,1,1,2,0,1,0,7,2,8,1,7,8,22,1,8
131114199,1,1,20,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,9,1,20,8,22,0,0
131114269,1,1,18,2,11,1,29.317,1,11,0,2,0,1,0,9,1,0,0,0,9,1,18,2,22,0,0
131114269,1,2,51,1,11,1,29.317,1,11,0,1,0,1,0,9,1,0,0,0,0,1,51,2,22,0,0
131114278,1,1,17,1,11,1,53.815,1,11,0,1,1,1,0,9,1,0,0,0,0,1,17,4,22,0,0
131114278,2,1,100,2,13,0,53.815,2,13,0,2,1,0,0,9,0,0,0,0,0,1,100,4,22,0,0
131114286,1,1,53,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,0,1,53,6,22,0,0
131114286,1,2,17,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,0,1,17,6,22,0,0
131114384,1,1,23,2,11,1,87.952,1,11,0,2,0,1,0,8,1,0,0,0,9,1,23,1,22,0,0
131114384,1,2,18,2,11,1,87.952,1,11,0,2,0,1,0,8,1,0,0,0,9,1,18,1,22,0,0
131114408,1,1,30,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,9,1,30,8,22,0,0
131114408,1,2,27,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,27,8,22,0,0
131114411,1,1,50,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,0,1,50,8,22,0,0
131114411,1,2,21,1,11,1,88.512,1,11,0,1,1,1,0,8,1,0,0,0,1,1,21,8,22,0,0
131114415,1,1,45,2,11,1,263.855,1,11,0,2,0,1,0,9,1,0,0,0,9,1,45,1,22,0,0
131114415,1,2,20,2,11,1,263.855,1,11,0,2,0,1,0,9,1,0,0,0,9,1,20,1,22,0,0
131114426,1,0,22,2,0,1,29.317,5,0,8,2,1,1,2,0,1,0,0,1,8,1,22,1,22,2,8
131114426,1,1,35,2,11,1,29.317,1,11,0,2,0,1,0,8,1,0,0,0,9,1,35,1,22,0,0
131114426,1,2,44,2,11,1,29.317,1,11,0,2,0,1,0,8,1,0,0,0,9,1,44,1,22,0,0
131114431,1,1,17,1,11,1,53.815,1,11,0,1,1,1,0,8,1,0,0,0,9,1,17,4,22,0,0
131114478,1,1,27,1,11,1,29.317,1,11,0,1,0,1,0,9,1,0,0,0,0,1,27,1,22,0,0
131114478,1,2,53,1,11,1,29.317,1,11,0,1,0,1,0,9,1,0,0,0,9,1,53,1,22,0,0
131114493,1,1,20,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,20,6,22,0,0
131114493,1,2,78,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,9,1,78,6,22,0,0
131114494,1,1,19,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,19,6,22,0,0
131114501,1,1,48,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,0,1,48,8,22,0,0
131114501,1,2,54,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,0,1,54,8,22,0,0
131114544,1,1,56,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,9,1,56,6,22,0,0
131114544,1,2,17,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,9,1,17,6,22,0,0
131114580,1,1,23,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,23,2,22,0,0
131114580,1,2,21,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,21,2,22,0,0
131114590,1,1,19,1,11,1,88.512,1,11,0,1,0,1,0,9,1,99,0,0,9,1,19,8,22,0,0
131114593,1,1,80,2,11,1,265.535,1,11,0,2,0,1,0,9,1,0,0,0,9,1,80,8,22,0,0
131114602,1,1,54,1,11,1,60.004,1,11,0,1,1,8,0,9,8,99,0,0,1,1,54,6,22,0,0
131114692,1,1,20,2,11,1,87.952,1,11,0,2,0,1,0,8,1,0,0,0,1,1,20,1,22,0,0
131114694,1,1,19,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,19,8,22,0,0
131114694,1,2,16,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,9,1,16,8,22,0,0
131114725,1,1,21,1,11,1,60.004,1,11,0,1,0,1,0,9,1,99,0,0,9,1,21,6,22,0,0
131114782,1,1,58,1,11,1,156.777,1,11,0,1,1,1,0,8,1,0,0,0,1,1,58,11,22,0,0
131114782,1,2,22,1,11,1,156.777,1,11,0,1,1,1,0,0,1,2,0,0,1,1,22,11,22,0,0
131114810,1,1,53,1,11,1,263.855,1,11,0,1,0,1,0,9,1,0,0,0,0,1,53,1,22,0,0
131114810,1,2,20,1,11,1,263.855,1,11,0,1,0,1,0,9,1,0,0,0,9,1,999,1,22,0,0
131114815,1,1,42,1,11,1,29.317,1,11,0,1,0,1,0,9,1,0,0,0,9,1,42,1,22,0,0
131114815,1,2,46,1,11,1,29.317,1,11,0,1,0,1,0,9,1,0,0,0,0,1,46,1,22,0,0
131114829,1,1,29,2,11,1,87.952,1,11,0,2,1,1,0,8,1,0,0,0,2,1,29,2,22,0,0
131114829,1,2,20,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,20,2,22,0,0
131114870,1,1,66,2,11,1,88.512,1,11,0,2,1,1,0,8,1,0,0,0,9,1,66,8,22,0,0
131114870,2,1,67,2,13,0,88.512,2,13,0,2,1,0,0,8,0,0,0,0,9,1,67,8,22,0,0
131114870,1,2,18,2,11,1,88.512,1,11,0,2,0,1,0,0,1,0,0,0,0,1,18,8,22,0,0
131114871,1,1,21,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,21,8,22,0,0
131114924,1,1,46,1,11,2,88.512,1,11,0,1,0,2,0,9,8,98,0,0,9,1,46,8,22,0,0
131114942,1,1,38,2,11,1,60.004,1,11,0,2,1,1,0,8,1,0,0,0,0,1,38,6,22,0,0
131114942,2,1,35,2,13,0,60.004,2,13,0,2,1,0,0,0,0,0,0,0,0,1,35,6,22,0,0
131114942,1,2,63,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,63,6,22,0,0
131114945,1,1,19,1,11,1,60.004,1,11,8,1,0,1,0,5,1,0,0,0,0,1,19,6,22,0,8
131114953,1,1,51,1,11,1,53.815,1,11,8,1,1,1,0,5,1,0,0,0,0,1,51,4,22,0,8
131114953,1,2,68,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,9,1,68,4,22,0,0
131114954,1,1,48,1,11,1,269.073,1,11,0,1,0,1,0,9,1,0,0,0,0,1,48,4,22,0,0
131114957,1,1,17,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,9,1,17,4,22,0,0
131114957,1,2,27,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,9,1,27,4,22,0,0
131114957,1,3,52,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,0,1,52,4,22,0,0
131115005,1,1,28,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,28,1,22,0,0
131115005,1,2,61,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,61,1,22,0,0
131115047,1,1,36,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,0,1,36,8,22,0,0
131115047,1,2,19,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,0,1,19,8,22,0,0
131115053,1,1,58,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,0,1,58,6,22,0,0
131115053,1,2,21,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,9,1,21,6,22,0,0
131115060,1,1,28,2,11,1,269.073,1,11,0,2,0,1,0,9,1,0,0,0,9,1,28,4,22,0,0
131115060,1,2,35,2,11,1,269.073,1,11,0,2,0,1,0,9,1,0,0,0,9,1,35,4,22,0,0
131115062,1,1,41,1,11,2,53.815,1,11,2,1,1,2,0,0,1,98,0,0,1,1,41,4,22,0,2
131115142,1,1,71,1,11,1,156.777,1,11,0,1,1,8,0,0,8,0,0,0,9,1,71,11,22,0,0
131115143,1,1,34,1,11,1,313.553,1,11,0,1,0,8,0,9,8,0,0,0,9,1,34,11,22,0,0
131115143,2,1,4,1,21,0,313.553,2,29,0,9,0,0,0,6,0,0,0,0,0,1,4,11,22,0,0
131115143,3,1,3,2,21,0,313.553,2,29,0,9,0,0,0,6,0,0,0,0,0,1,3,11,22,0,0
131115143,4,1,1,1,21,0,313.553,2,29,0,9,0,0,0,6,0,0,0,0,0,1,1,11,22,0,0
131115143,1,2,29,1,11,1,313.553,1,11,0,1,0,8,0,9,8,0,0,0,0,1,29,11,22,0,0
131115210,1,1,21,2,11,2,87.952,1,11,0,2,0,8,0,9,8,0,0,0,9,1,21,1,22,0,0
131115210,1,2,21,2,11,1,87.952,1,11,0,2,0,8,0,9,8,0,0,0,9,1,21,1,22,0,0
131115214,1,1,32,2,11,1,87.952,1,11,0,2,0,8,0,9,8,0,0,0,9,1,32,1,22,0,0
131115214,1,2,56,1,11,1,87.952,1,11,0,1,0,8,0,9,8,0,0,0,9,1,56,1,22,0,0
131115227,1,1,39,1,11,1,87.952,1,11,0,1,0,8,0,9,8,0,0,0,9,1,39,2,22,0,0
131115227,1,2,20,2,11,1,87.952,1,11,0,2,0,8,0,9,8,0,0,0,9,1,20,2,22,0,0
131115284,1,1,22,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,9,1,22,4,22,0,0
131115290,1,1,23,2,11,1,53.815,1,11,0,2,1,1,0,1,1,0,0,0,9,1,23,4,22,0,0
131115290,2,1,22,1,13,0,53.815,2,13,0,1,1,0,0,1,0,0,0,0,9,1,22,4,22,0,0
131115297,1,1,21,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,21,6,22,0,0
131115342,1,1,35,2,11,1,88.512,1,11,0,2,1,8,0,1,8,0,0,0,9,1,35,8,22,0,0
131115342,1,2,37,1,11,1,88.512,1,11,0,1,0,8,0,9,8,0,0,0,9,1,37,8,22,0,0
131115344,1,1,20,2,11,1,88.512,1,11,0,2,1,8,0,0,8,0,0,0,9,1,20,8,22,0,0
131115344,2,1,19,2,13,0,88.512,2,99,0,2,9,0,0,0,0,0,0,0,9,1,19,8,22,0,0
131115344,3,1,18,1,13,0,88.512,2,99,0,1,9,0,0,0,0,0,0,0,9,1,18,8,22,0,0
131115344,4,1,22,1,13,0,88.512,2,99,0,1,9,0,0,0,0,0,0,0,9,1,22,8,22,0,0
131115364,1,1,80,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,80,6,22,0,0
131115368,1,1,45,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,2,1,45,4,22,0,0
131115368,1,2,55,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,9,1,55,4,22,0,0
131115371,1,1,37,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,0,1,37,4,22,0,0
131115371,2,1,2,1,13,0,53.815,2,99,0,1,0,0,0,9,0,0,0,0,0,1,999,4,22,0,0
131115371,1,2,37,1,11,2,53.815,1,11,0,1,0,2,0,9,1,0,0,0,0,1,37,4,22,0,0
131115388,1,1,42,2,11,1,87.952,1,11,0,2,0,8,0,9,8,0,0,0,9,1,42,1,22,0,0
131115388,1,2,42,1,11,1,87.952,1,11,0,1,0,8,0,9,8,0,0,0,9,1,42,1,22,0,0
131115403,1,1,46,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,9,1,46,1,22,0,0
131115403,1,2,75,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,75,1,22,0,0
131115418,1,1,48,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,48,8,22,0,0
131115418,1,2,35,1,11,1,88.512,1,11,0,1,0,1,0,9,1,0,0,0,9,1,35,8,22,0,0
131115419,1,1,36,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,9,1,36,8,22,0,0
131115419,1,2,39,2,11,1,88.512,1,11,0,2,0,1,0,9,1,0,0,0,0,1,39,8,22,0,0
131115447,1,1,29,2,11,1,60.004,1,11,0,2,9,1,0,1,1,0,0,0,1,1,29,6,22,0,0
131115447,1,2,17,1,11,1,60.004,1,11,0,1,9,1,0,1,1,0,0,0,1,1,17,6,22,0,0
131115449,1,1,34,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,34,6,22,0,0
131115449,2,1,42,2,13,0,60.004,2,99,0,2,1,0,0,0,0,0,0,0,9,1,42,6,22,0,0
131115460,1,1,21,2,11,1,269.073,1,11,0,2,0,1,0,9,1,0,0,0,9,1,21,4,22,0,0
131115460,1,2,19,1,11,1,269.073,1,11,0,1,0,1,0,9,1,0,0,0,9,1,19,4,22,0,0
131115522,1,1,24,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,24,6,22,0,0
131115523,1,1,17,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,17,6,22,0,0
131115523,1,2,25,1,11,1,60.004,1,11,0,1,0,1,0,9,1,0,0,0,9,1,25,6,22,0,0
131115585,1,1,17,1,11,1,53.815,1,11,0,1,0,1,0,1,1,0,0,0,9,1,17,4,22,0,0
131115643,1,1,19,2,11,1,60.004,1,11,0,2,1,1,0,9,1,0,0,0,1,1,19,6,22,0,0
131115646,1,1,55,2,11,1,60.004,1,11,0,2,0,1,0,1,1,0,0,0,9,1,55,6,22,0,0
131115646,1,2,38,2,11,1,60.004,1,11,0,2,0,1,0,9,1,0,0,0,9,1,38,6,22,0,0
131115658,1,1,39,1,11,1,269.073,1,11,0,1,0,1,0,9,1,0,0,0,0,1,39,4,22,0,0
131115658,1,2,76,2,11,1,269.073,1,11,0,2,0,1,0,9,1,0,0,0,9,1,76,4,22,0,0
131115662,1,1,17,2,11,1,88.512,1,11,0,2,0,1,0,1,1,0,0,0,2,1,17,8,22,0,0
131115662,1,2,47,2,11,1,88.512,1,11,0,2,0,1,0,1,1,0,0,0,2,1,47,8,22,0,0
131115734,1,1,17,2,11,1,87.952,1,11,0,2,0,1,0,9,1,0,0,0,0,1,17,2,22,0,0
131115734,1,2,48,1,11,1,87.952,1,11,0,1,0,1,0,9,1,0,0,0,9,1,48,2,22,0,0
131115740,1,1,19,2,11,1,87.952,1,11,0,2,0,1,0,0,1,0,0,0,9,1,19,2,22,0,0
131115911,1,1,50,1,11,1,87.952,1,11,0,1,0,1,0,1,1,0,0,0,2,1,50,1,22,0,0
131115911,1,2,21,2,11,1,87.952,1,11,0,2,0,1,0,1,1,0,0,0,1,1,21,1,22,0,0
131115918,1,1,20,1,11,1,87.952,1,11,0,1,0,1,0,0,1,0,0,0,1,1,20,1,22,0,0
131115931,1,1,51,1,11,1,53.815,1,11,0,1,1,1,0,0,1,0,0,0,0,1,51,4,22,0,0
131115932,1,1,22,1,11,1,53.815,1,11,0,1,0,1,0,9,1,0,0,0,0,1,22,4,22,0,0
131115932,1,2,68,2,11,1,53.815,1,11,0,2,0,1,0,9,1,0,0,0,9,1,68,4,22,0,0
131115933,1,1,35,2,11,1,269.073,1,11,0,2,0,1,0,9,1,0,0,0,9,1,35,4,22,0,0
131115933,1,2,33,1,11,1,269.073,1,11,0,1,0,1,0,9,1,0,0,0,0,1,33,4,22,0,0
131115983,1,1,27,1,11,1,265.535,1,11,0,1,0,1,0,1,1,0,0,0,2,1,27,8,22,0,0
131115983,1,2,19,2,11,1,265.535,1,11,0,2,0,1,0,0,1,0,0,0,2,1,19,8,22,0,0
131116130,1,1,19,2,11,1,263.855,1,11,0,2,0,1,0,1,1,0,0,0,2,1,19,1,22,0,0
131116130,1,2,47,2,11,1,263.855,1,11,0,2,0,1,0,1,1,0,0,0,2,1,47,1,22,0,0
131116137,1,1,28,2,11,1,265.535,1,11,0,2,0,1,0,9,1,0,0,0,9,1,28,8,22,0,0
131116137,2,1,23,2,13,0,265.535,2,99,0,9,0,0,0,9,0,0,0,0,9,1,999,8,22,0,0
131116137,1,2,26,1,11,1,265.535,1,11,0,1,0,1,0,9,1,0,0,0,0,1,26,8,22,0,0
131242356,1,1,40,2,11,1,79.011,1,11,0,2,0,1,0,9,1,0,0,0,9,1,40,7,26,0,0
131242356,1,2,18,2,11,1,79.011,1,11,0,2,0,1,0,9,1,0,0,0,9,1,18,7,26,0,0
131242371,1,1,37,1,11,1,266.613,1,11,0,1,0,1,0,1,1,0,0,0,0,1,37,13,26,0,0
131242371,1,2,32,1,11,1,266.613,1,11,0,1,0,1,0,1,1,0,0,0,9,1,32,13,26,0,0
131242371,2,2,30,1,13,0,266.613,2,13,0,1,0,0,0,1,0,0,0,0,9,1,30,13,26,0,0
131242371,3,2,32,2,21,0,266.613,2,21,0,2,0,0,0,1,0,0,0,0,0,1,32,13,26,0,0
131242371,4,2,30,2,23,0,266.613,2,23,0,2,0,0,0,1,0,0,0,0,0,1,30,13,26,0,0
131242399,1,1,20,1,11,2,80.634,1,11,0,1,0,2,0,1,1,0,0,0,9,1,20,1,26,0,0
131242399,2,1,23,1,13,0,80.634,2,13,0,1,0,0,0,1,0,0,0,0,9,1,999,1,26,0,0
131242399,1,2,39,2,11,1,80.634,1,11,0,2,0,1,0,1,1,0,0,0,9,1,39,1,26,0,0
131242399,2,2,14,1,13,0,80.634,2,13,0,1,0,0,0,1,0,0,0,0,9,1,14,1,26,0,0
